05/04/2016 09:06:00 AM,4387,RESIDENCE,25
05/04/2016 11:44:00 AM,4625,STREET,71
05/04/2016 11:40:00 AM,1310,RESIDENCE PORCH/HALLWAY,63
05/04/2016 04:50:00 AM,031A,ATM (AUTOMATIC TELLER MACHINE),50
05/04/2016 11:20:00 AM,1811,SCHOOL@ PUBLIC@ BUILDING,40
05/04/2016 08:26:00 AM,1792,SIDEWALK,49
05/04/2016 11:00:00 AM,860,DRUG STORE,6
05/04/2016 11:00:00 AM,460,SCHOOL@ PUBLIC@ BUILDING,57
05/04/2016 11:30:00 AM,1821,STREET,25
05/04/2016 10:30:00 AM,820,APARTMENT,43
05/04/2016 08:35:00 AM,484,SCHOOL@ PUBLIC@ BUILDING,27
05/04/2016 10:23:00 AM,486,RESIDENCE,26
05/04/2016 11:35:00 AM,1330,LIBRARY,32
05/04/2016 11:00:00 AM,810,STREET,26
05/04/2016 10:50:00 AM,2170,SCHOOL@ PUBLIC@ BUILDING,13
05/04/2016 09:53:00 AM,2093,APARTMENT,25
05/04/2016 07:00:00 PM,910,PARKING LOT/GARAGE(NON.RESID.),52
05/04/2016 09:15:00 AM,520,SCHOOL@ PUBLIC@ BUILDING,49
05/04/2016 12:30:00 PM,880,SIDEWALK,71
05/04/2016 01:00:00 AM,1320,STREET,24
05/04/2016 02:13:00 PM,820,RESIDENCE PORCH/HALLWAY,58
05/04/2016 02:15:00 PM,820,ALLEY,1
05/04/2016 07:00:00 AM,820,RESIDENTIAL YARD (FRONT/BACK),67
05/04/2016 10:09:00 AM,2028,HIGHWAY/EXPRESSWAY,37
05/04/2016 12:00:00 PM,890,RESIDENCE,69
05/04/2016 01:15:00 PM,1330,CONVENIENCE STORE,49
05/04/2016 01:50:00 PM,320,SIDEWALK,34
05/04/2016 01:40:00 PM,3731,STREET,61
05/04/2016 11:50:00 AM,890,RESTAURANT,28
05/04/2016 12:55:00 PM,031A,SIDEWALK,71
05/04/2016 01:20:00 PM,041A,STREET,58
05/04/2016 12:30:00 PM,560,SIDEWALK,29
05/04/2016 02:12:00 PM,5111,ALLEY,42
05/04/2016 12:45:00 PM,484,SCHOOL@ PUBLIC@ BUILDING,26
05/04/2016 12:20:00 PM,460,SCHOOL@ PUBLIC@ BUILDING,27
05/04/2016 02:00:00 PM,1310,RESIDENCE,45
05/04/2016 01:47:00 PM,2024,SIDEWALK,26
05/04/2016 02:35:00 PM,1330,TAVERN/LIQUOR STORE,42
05/04/2016 02:23:00 PM,1811,RESIDENTIAL YARD (FRONT/BACK),23
05/04/2016 01:12:00 PM,1811,STREET,40
05/04/2016 01:15:00 PM,460,RESIDENCE-GARAGE,69
05/04/2016 02:20:00 PM,1360,SCHOOL@ PRIVATE@ GROUNDS,45
05/04/2016 12:00:00 AM,1310,RESIDENCE,46
05/04/2016 01:38:00 PM,560,PARKING LOT/GARAGE(NON.RESID.),65
05/04/2016 02:00:00 PM,2028,SCHOOL@ PUBLIC@ BUILDING,70
05/04/2016 02:34:00 PM,1310,RESIDENCE,63
05/04/2016 06:00:00 AM,1310,RESIDENTIAL YARD (FRONT/BACK),44
05/04/2016 03:00:00 PM,1310,APARTMENT,6
05/04/2016 02:30:00 PM,820,APARTMENT,30
05/04/2016 02:45:00 PM,1320,STREET,33
05/04/2016 10:30:00 AM,460,OTHER,23
05/04/2016 12:20:00 PM,1365,APARTMENT,67
05/04/2016 01:25:00 PM,486,RESIDENCE PORCH/HALLWAY,29
